rank,feature_id,benchmark,task_id,task_idx,source_text,tokens,filename,rms_normalized,transition,max_activation,position,position_percent,token_text,context,encoder_base_contribution,encoder_finetuned_contribution
19,12883,humanevalplus,HumanEval/121,121,deepseek_base,126,same_text__humanevalplus__task_0121__gen_00__HumanEval_121.npz,True,both_fail,12.634806632995605,121,96.03174603174604, ,"1]) ==>30\n    """"""\n    return sum(lst[::2])\n\n\n# 11.\n",8.94929313659668,3.6928343772888184
20,12883,bigcodebench,BigCodeBench/1096,1096,deepseek_finetuned,233,same_text__bigcodebench__task_1096__gen_01__BigCodeBench_1096.npz,True,both_fail,12.62660026550293,180,77.25321888412017,#,"] for word in dollar_words])\n\n    return os.path.abspath(filename)\n\n# Example usage\ntext = ""$abc def $efg $hij klm $ $abc $abc $h",9.424473762512207,3.209439516067505
21,12883,bigcodebench,BigCodeBench/273,273,deepseek_base,467,same_text__bigcodebench__task_0273__gen_00__BigCodeBench_273.npz,True,both_fail,12.605467796325684,404,86.50963597430408,tests,.dumps(SUCCESS_RESPONSE).encode())\n\n    return Handler\n\n#tests/test_task.py\nimport unittest\nimport task\nimport json\nimport http.server\nimport,11.399947166442871,1.212813138961792
22,12883,bigcodebench,BigCodeBench/1106,1106,deepseek_base,314,same_text__bigcodebench__task_1106__gen_00__BigCodeBench_1106.npz,True,both_fail,12.479804992675781,101,32.1656050955414,tests,_time.strftime(DATE_FORMAT)\n    \n    return creation_time_str\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\n,10.211830139160156,2.2752959728240967
23,12883,bigcodebench,BigCodeBench/1034,1034,deepseek_base,268,same_text__bigcodebench__task_1034__gen_00__BigCodeBench_1034.npz,True,both_pass,12.377074241638184,124,46.26865671641791,fil,_distance = np.linalg.norm(s1[filtered_categories] - s2[filtered_categories])\n\n    # Create a bar plot for the filtered categories\n    ax = s1[,11.089122772216797,1.295280933380127
24,12883,bigcodebench,BigCodeBench/96,96,deepseek_base,116,same_text__bigcodebench__task_0096__gen_00__BigCodeBench_96.npz,True,both_pass,12.37267017364502,98,84.48275862068965,_,"_counts.items(), key=operator.itemgetter(1), reverse=True)\n        return sorted_word_counts\n\n#task_2.py\nimport csv\n",11.364476203918457,1.0155112743377686
25,12883,bigcodebench,BigCodeBench/703,703,deepseek_finetuned,116,same_text__bigcodebench__task_0703__gen_01__BigCodeBench_703.npz,True,both_pass,12.370959281921387,107,92.24137931034483,_," [4.7, 3.2]]\ncols = ['x', 'y']\ndf = task_func(data, cols)\n",9.287843704223633,3.09043025970459
26,12883,bigcodebench,BigCodeBench/719,719,deepseek_base,131,same_text__bigcodebench__task_0719__gen_00__BigCodeBench_719.npz,True,both_fail,12.365147590637207,65,49.61832061068702,test," if re.search(word, f.read()):\n                count += 1\n    return count\n\n#test_task_func.py\nimport unittest\nimport task_func\n\nclass TestTaskFunc(un",8.771639823913574,3.600823402404785
27,12883,bigcodebench,BigCodeBench/897,897,deepseek_base,496,same_text__bigcodebench__task_0897__gen_00__BigCodeBench_897.npz,True,both_fail,12.271316528320312,173,34.87903225806452,test,"    plt.ylabel(""Frequency"")\n\n    return outcomes, ax\n\n#task_1/test_task_1.py\nimport unittest\nimport numpy as np\nimport matplotlib.py",9.634647369384766,2.6439976692199707
28,12883,bigcodebench,BigCodeBench/398,398,deepseek_base,327,same_text__bigcodebench__task_0398__gen_00__BigCodeBench_398.npz,True,improvement,12.267816543579102,75,22.93577981651376,tests," data)\n    except (FileNotFoundError, json.JSONDecodeError):\n        return False\n\n#tests/test_task_1.py\nimport unittest\nimport os\nimport tempfile\nimport json\n",10.231714248657227,2.0434224605560303
29,12883,bigcodebench,BigCodeBench/453,453,deepseek_base,82,same_text__bigcodebench__task_0453__gen_00__BigCodeBench_453.npz,True,improvement,12.231439590454102,48,58.53658536585366,tests," _ in range(n))\n        if re.match(pattern, s):\n            return s\n\n#tests/test_task_func.py\nimport pytest\nimport re\nimport string\nfrom random import choice\n",10.385259628295898,1.8534995317459106
30,12883,bigcodebench,BigCodeBench/510,510,deepseek_base,512,same_text__bigcodebench__task_0510__gen_00__BigCodeBench_510.npz,True,both_fail,12.218395233154297,118,23.046875,tests,"path1, tofile=file_path2)\n    return '\n'.join(diff)\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport gzip\nimport tempfile",10.142719268798828,2.0830013751983643
31,12883,bigcodebench,BigCodeBench/365,365,deepseek_finetuned,513,same_text__bigcodebench__task_0365__gen_01__BigCodeBench_365.npz,True,both_fail,12.183798789978027,131,25.536062378167642,#,"_counts.json""\n# task_func(5, file_name, 29)\n\n# Note: In the example usage, the file_name is concatenated with the directory path to create a valid file name",7.7633490562438965,4.42777156829834
32,12883,bigcodebench,BigCodeBench/88,88,deepseek_base,495,same_text__bigcodebench__task_0088__gen_00__BigCodeBench_88.npz,True,improvement,12.179028511047363,194,39.19191919191919,test,"')\n    ax.set_title('Sales over time')\n\n    return data, ax\n\n#test_task_func.py\nimport unittest\nimport pandas as pd\nfrom datetime import datetime\n",8.851499557495117,3.3348548412323
33,12883,bigcodebench,BigCodeBench/640,640,deepseek_finetuned,461,same_text__bigcodebench__task_0640__gen_01__BigCodeBench_640.npz,True,both_pass,12.17517375946045,209,45.33622559652928,#,('Month')\n    plt.show()\n\n    return df\n\n\ntask_func()\n\n# Expected output:\n# A DataFrame with randomly generated sales figures for each product over 12 months.\n,7.253474235534668,4.928996562957764
34,12883,bigcodebench,BigCodeBench/1111,1111,deepseek_finetuned,230,same_text__bigcodebench__task_1111__gen_01__BigCodeBench_1111.npz,True,both_fail,12.170953750610352,226,98.26086956521739,_,"iguana': 'i', 'jaguar': 'j'}\ncounts = task_func(animal_dict)\n",8.057733535766602,4.120537757873535
35,12883,bigcodebench,BigCodeBench/466,466,deepseek_base,303,same_text__bigcodebench__task_0466__gen_00__BigCodeBench_466.npz,True,improvement,12.167462348937988,72,23.762376237623762,tests,"\n\n    return json.dumps(my_obj, cls=CustomJSONEncoder)\n\n#tests/test_task_01.py\nimport unittest\nfrom task_01 import task_func",10.671187400817871,1.5035887956619263
36,12883,bigcodebench,BigCodeBench/277,277,deepseek_base,380,same_text__bigcodebench__task_0277__gen_00__BigCodeBench_277.npz,True,improvement,12.141608238220215,139,36.578947368421055,test," = dist\n            closest_pair = (p1, p2)\n    return closest_pair\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\nimport random\n",8.951581954956055,3.197345495223999
37,12883,humanevalplus,HumanEval/95,95,deepseek_base,382,same_text__humanevalplus__task_0095__gen_00__HumanEval_95.npz,True,improvement,12.140729904174805,74,19.3717277486911,test, True\n            elif key.islower():\n                return True\n            else:\n                return False\n\n#test_check_dict_case.py\nimport unittest\nfrom check_dict_case import check_dict,9.793149948120117,2.354903221130371
38,12883,bigcodebench,BigCodeBench/98,98,deepseek_base,378,same_text__bigcodebench__task_0098__gen_00__BigCodeBench_98.npz,True,both_fail,12.123276710510254,148,39.15343915343915,test," key=lambda x: x[1], reverse=True)\n\n    return sorted_chars\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",9.24293041229248,2.8876609802246094
39,12883,bigcodebench,BigCodeBench/830,830,deepseek_base,299,same_text__bigcodebench__task_0830__gen_00__BigCodeBench_830.npz,True,both_fail,12.095222473144531,78,26.08695652173913,tests," True, written_data\n    except Exception as e:\n        return False, str(e)\n\n#tests/test_task_func.py\nimport unittest\nimport os\nimport json\nfrom task_func",10.634200096130371,1.4683490991592407
40,12883,bigcodebench,BigCodeBench/147,147,deepseek_base,513,same_text__bigcodebench__task_0147__gen_00__BigCodeBench_147.npz,True,both_fail,12.0369291305542,510,99.41520467836257,tests,        # Add the IP and False to the results dictionary\n        results[str(ip)] = False\n\n#tests/\n,10.417219161987305,1.627022624015808
41,12883,bigcodebench,BigCodeBench/89,89,deepseek_finetuned,512,same_text__bigcodebench__task_0089__gen_01__BigCodeBench_89.npz,True,both_fail,12.017960548400879,468,91.40625,_,"column = 1\nlen(task_func(data, column, 3.0))\nisinstance(task_func(data, column, 3.0)[0], np.ndarray)\nisinstance(task_",9.735072135925293,2.290191411972046
42,12883,bigcodebench,BigCodeBench/48,48,deepseek_finetuned,250,same_text__bigcodebench__task_0048__gen_01__BigCodeBench_48.npz,True,improvement,11.967636108398438,139,55.6,t,"label(""Frequency"")\n        plt.title(""Histogram of Generated Timestamps"")\n        plt.savefig(output_path)\n    else:\n        plt.hist([time.mktime(",7.1387834548950195,4.836172580718994
43,12883,bigcodebench,BigCodeBench/145,145,deepseek_base,133,same_text__bigcodebench__task_0145__gen_00__BigCodeBench_145.npz,True,both_fail,11.935479164123535,106,79.69924812030075,_, ip in ip_list:\n            writer.writerow([str(ip)])\n\n    return csv_path\n\n#tests/test_task.py\nimport os\nimport pytest\nfrom task import task_,8.123761177062988,3.819037914276123
44,12883,bigcodebench,BigCodeBench/672,672,deepseek_base,242,same_text__bigcodebench__task_0672__gen_00__BigCodeBench_672.npz,True,improvement,11.898801803588867,68,28.09917355371901,test,\n        f.writelines(lines)\n        f.seek(0)\n    return filename\n\n#test_task.py\nimport unittest\nimport task\n\nclass TestTask(unittest.TestCase):,9.26396369934082,2.6421568393707275
45,12883,bigcodebench,BigCodeBench/932,932,deepseek_base,513,same_text__bigcodebench__task_0932__gen_00__BigCodeBench_932.npz,True,improvement,11.874231338500977,189,36.8421052631579,test,.most_common(1)[0]\n    \n    return [most_common_pair]\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,9.213998794555664,2.6675498485565186
46,12883,bigcodebench,BigCodeBench/178,178,deepseek_base,365,same_text__bigcodebench__task_0178__gen_00__BigCodeBench_178.npz,True,improvement,11.810653686523438,125,34.24657534246575,tests,ip']\n    except KeyError:\n        return 'Invalid JSON received'\n\n    return ip\n\n#tests/test_task_func.py\nimport unittest\nfrom task_func import task_func\n\n,10.528502464294434,1.289458155632019
47,12883,bigcodebench,BigCodeBench/66,66,deepseek_base,503,same_text__bigcodebench__task_0066__gen_00__BigCodeBench_66.npz,True,both_fail,11.784918785095215,169,33.59840954274354,tests," plot.set(xlabel='col3')\n\n    return grouped_df, plot\n\n#tests/test_task_func.py\nimport unittest\nimport pandas as pd\nimport seab",10.613762855529785,1.1784789562225342
48,12883,bigcodebench,BigCodeBench/673,673,deepseek_base,513,same_text__bigcodebench__task_0673__gen_00__BigCodeBench_673.npz,True,both_fail,11.7662353515625,148,28.84990253411306,test, to the beginning of the file\n        f.seek(0)\n\n    return n_files\n\n#test_task_func.py\nimport unittest\nimport os\nimport random\nfrom task_func import task,8.814587593078613,2.9589734077453613
49,12883,bigcodebench,BigCodeBench/1119,1119,deepseek_base,257,same_text__bigcodebench__task_1119__gen_00__BigCodeBench_1119.npz,True,improvement,11.749083518981934,123,47.85992217898833,tests,(mixed_password.encode()).hexdigest()\n    \n    return hashed_password\n\n#tests/test_task_1.py\nimport unittest\nimport task_1\n\nclass TestTask1,9.475495338439941,2.280904531478882
50,12883,bigcodebench,BigCodeBench/733,733,deepseek_base,257,same_text__bigcodebench__task_0733__gen_00__BigCodeBench_733.npz,True,both_fail,11.730122566223145,126,49.02723735408561,test,\n    count = len(pattern.findall(' '.join(words)))\n\n    return count\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,9.023063659667969,2.7143819332122803
51,12883,bigcodebench,BigCodeBench/670,670,deepseek_base,286,same_text__bigcodebench__task_0670__gen_00__BigCodeBench_670.npz,True,both_fail,11.696125984191895,130,45.45454545454545,test, max_weight = weight\n                max_substr = substr\n\n    return max_substr\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test,8.497965812683105,3.205472469329834
52,12883,bigcodebench,BigCodeBench/365,365,deepseek_base,85,same_text__bigcodebench__task_0365__gen_00__BigCodeBench_365.npz,True,both_fail,11.624716758728027,65,76.47058823529412,#," as f:\n        json.dump(word_counts, f)\n    return file_name\n\n#task_func(5, 'word_counts.json', 29)\n",9.052987098693848,2.579045534133911
53,12883,bigcodebench,BigCodeBench/425,425,deepseek_finetuned,459,same_text__bigcodebench__task_0425__gen_01__BigCodeBench_425.npz,True,both_fail,11.607763290405273,413,89.97821350762527,_,"\n# Example usage\ncreate_dummy_image('image.jpg')\nhistogram_axes = task_func('image.jpg', 'histogram.png')\nos.remove('histogram.png')\nos",9.411042213439941,2.2040517330169678
54,12883,bigcodebench,BigCodeBench/914,914,deepseek_base,364,same_text__bigcodebench__task_0914__gen_00__BigCodeBench_914.npz,True,both_fail,11.604056358337402,363,99.72527472527473,"
",task_func(df)\n\n#task_func(df)\n\n#task_func(df)\n,7.102468013763428,4.508904457092285
55,12883,humanevalplus,HumanEval/140,140,deepseek_base,176,same_text__humanevalplus__task_0140__gen_00__HumanEval_140.npz,True,both_fail,11.59915542602539,47,26.704545454545453,tests,"(""__"", ""_"")\n    text = text.replace(""  "", ""-"")\n    return text\n\n#tests/test_fix_spaces.py\nimport unittest\nfrom fix_spaces import fix_sp",10.213174819946289,1.3932937383651733
56,12883,bigcodebench,BigCodeBench/623,623,deepseek_finetuned,237,same_text__bigcodebench__task_0623__gen_01__BigCodeBench_623.npz,True,regression,11.580609321594238,131,55.27426160337553,ten,".subplot()\n    ax.scatter(flattened_list, [0] * len(flattened_list), c=kmeans.labels_)\n\n    return ax\n\n\n# Example usage\nax",5.336391448974609,6.251540660858154
57,12883,bigcodebench,BigCodeBench/899,899,deepseek_finetuned,140,same_text__bigcodebench__task_0899__gen_01__BigCodeBench_899.npz,True,both_fail,11.56330680847168,75,53.57142857142857,_, size=length))\n\n# Generate a random walk of length 10000\nwalk = task_func()\n\n# Find the maximum value in the walk\nmax_value = np.max(np.abs,9.394977569580078,2.175642728805542
58,12883,bigcodebench,BigCodeBench/22,22,deepseek_base,409,same_text__bigcodebench__task_0022__gen_00__BigCodeBench_22.npz,True,improvement,11.551519393920898,60,14.669926650366747,test," = choices(combined_list, k=K)\n    return collections.Counter(sample)\n\n#test_task_func.py\nimport unittest\nfrom task_func import task_func\n\nclass Test",8.585887908935547,2.972952365875244
59,12883,bigcodebench,BigCodeBench/209,209,deepseek_base,509,same_text__bigcodebench__task_0209__gen_00__BigCodeBench_209.npz,True,both_fail,11.535400390625,234,45.97249508840864,test,"')\n    ax.legend(['Data', 'Max Tuple'])\n    \n    return ax\n\n#test_task_func.py\nimport unittest\nimport numpy as np\nfrom task_func import task",8.67184066772461,2.8708841800689697
60,12883,bigcodebench,BigCodeBench/753,753,deepseek_base,322,same_text__bigcodebench__task_0753__gen_00__BigCodeBench_753.npz,True,improvement,11.492691993713379,159,49.37888198757764,test,    avg_distance = statistics.mean(distances)\n\n    return avg_distance\n\n#test_task_func.py\nimport unittest\nimport task_func\nimport math\nimport random\n\n,8.166462898254395,3.333555221557617
1,3602,bigcodebench,BigCodeBench/778,778,deepseek_base,205,same_text__bigcodebench__task_0778__gen_00__BigCodeBench_778.npz,True,improvement,35.6915168762207,202,98.53658536585365,_,icles\n\n#tests/test_task_func.py\nimport pytest\nfrom task_func import task_func\n,13.154460906982422,22.542621612548828
